node;filiere1;filiere2;filiere3;trajectoire;date;capacite;date_BP_num
de;thermal;fioul;heavy_oil_old_2;base;2036;319;2035
de;thermal;fioul;light_oil;base;2036;131,4;2035
de;thermal;lignite;lignite_new;base;2036;6074,3;2035
de;thermal;lignite;lignite_old_1;base;2036;90,3;2035
de;thermal;lignite;lignite_old_2;base;2036;2650,8;2035
de;nuclear;nucléaire;nuclear;base;2036;0;2035
de;thermal;autre;other;base;2036;373,5;2035
es;thermal;gaz;gas_ccgt_old_1;base;2036;0;2035
es;thermal;gaz;gas_ccgt_old_2;base;2036;21460;2035
es;thermal;gaz;gas_ccgt_new;base;2036;3361;2035
es;thermal;gaz;gas_ocgt_old;base;2036;177;2035
es;thermal;charbon;hard_coal_old_1;base;2036;0;2035
es;thermal;charbon;hard_coal_old_2;base;2036;1118;2035
es;thermal;fioul;heavy_oil_old_1;base;2036;0;2035
es;thermal;lignite;lignite_old_1;base;2036;0;2035
es;thermal;lignite;lignite_old_2;base;2036;0;2035
es;nuclear;nucléaire;nuclear;base;2036;2078;2035
es;thermal;gaz;gas_ccgt_old_2_RESERVE;base;2036;0;2035
es;thermal;gaz;gas_small;base;2036;4918;2035
gb;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
gb;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
gb;thermal;effacement;dsr;base;2036;2000;2035
gb;thermal;autre;sbr;base;2036;0;2035
gb;thermal;gaz;gas_cogen_other;base;2036;2500;2035
gb;thermal;gaz;gas_ccgt_new;base;2036;20925,25;2035
gb;thermal;gaz;gas_ccgt_old_2;base;2036;3600;2035
gb;thermal;gaz;gas_cogen;base;2036;91,6;2035
gb;thermal;gaz;gas_conventional_new;base;2036;52;2035
gb;thermal;gaz;gas_conventional_old_1;base;2036;0;2035
gb;thermal;gaz;gas_ocgt_new;base;2036;780,3;2035
gb;thermal;gaz;gas_ocgt_old;base;2036;276,906;2035
gb;thermal;charbon;hard_coal_new;base;2036;0;2035
gb;thermal;charbon;hard_coal_old_1;base;2036;0;2035
gb;thermal;charbon;hard_coal_old_2;base;2036;0;2035
gb;thermal;fioul;heavy_oil_old_1;base;2036;0;2035
gb;thermal;fioul;heavy_oil_old_2;base;2036;0;2035
gb;thermal;fioul;light_oil;base;2036;233,8;2035
gb;nuclear;nucléaire;nuclear;base;2036;4538;2035
gb;thermal;autre;other;base;2036;0;2035
ie;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
ie;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
ie;thermal;effacement;dsr;base;2036;270;2035
ie;thermal;gaz;gas_cogen;base;2036;140;2035
ie;thermal;gaz;gas_ccgt_new;base;2036;3297;2035
ie;thermal;gaz;gas_conventional_old_1;base;2036;0;2035
ie;thermal;gaz;gas_ocgt_old;base;2036;0;2035
ie;thermal;gaz;gas_ocgt_new;base;2036;56;2035
ie;thermal;lignite;lignite_old_1;base;2036;0;2035
ie;thermal;charbon;hard_coal_old_1;base;2036;0;2035
ie;thermal;gaz;biogas;base;2036;0;2035
ie;thermal;lignite;lignite_new;base;2036;137;2035
ie;thermal;fioul;light_oil;base;2036;324;2035
ie;thermal;fioul;heavy_oil_old_1;base;2036;0;2035
ie;thermal;gaz;gas_ccgt_old_1;base;2036;0;2035
it;thermal;gaz;gas_ccgt_old_1;base;2036;1823;2035
it;thermal;gaz;gas_ccgt_old_2;base;2036;27753,8;2035
it;thermal;gaz;gas_ccgt_new;base;2036;4918;2035
it;thermal;gaz;gas_conventional_old_1;base;2036;0;2035
it;thermal;gaz;gas_ocgt_new;base;2036;80;2035
it;thermal;gaz;gas_ocgt_old;base;2036;0;2035
it;thermal;charbon;hard_coal_new;base;2036;1980;2035
it;thermal;charbon;hard_coal_old_1;base;2036;0;2035
it;thermal;charbon;hard_coal_old_2;base;2036;2640;2035
it;thermal;fioul;heavy_oil_old_1;base;2036;0;2035
it;thermal;gaz;gas_small;base;2036;2330,65;2035
lu_be;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
lu_be;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
lu_be;thermal;gaz;gas_small;base;2036;20;2035
ni;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
ni;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
ni;thermal;effacement;dsr;base;2036;150;2035
ni;thermal;gaz;biogas;base;2036;0;2035
ni;thermal;gaz;gas_ccgt_new;base;2036;987;2035
ni;thermal;gaz;gas_conventional_old_1;base;2036;0;2035
ni;thermal;gaz;gas_ocgt_new;base;2036;15;2035
ni;thermal;gaz;gas_ocgt_old;base;2036;0,1;2035
ni;thermal;charbon;hard_coal_old_1;base;2036;0;2035
ni;thermal;fioul;heavy_oil_old_1;base;2036;0;2035
ni;thermal;fioul;light_oil;base;2036;104;2035
ni;thermal;lignite;lignite_new;base;2036;0;2035
ni;thermal;autre;other;base;2036;0;2035
nl;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
nl;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
nl;thermal;gaz;gas_small;base;2036;3500;2035
nl;thermal;gaz;gas_ccgt_new;base;2036;4328;2035
nl;thermal;gaz;gas_ccgt_old_1;base;2036;1357;2035
nl;thermal;gaz;gas_ccgt_old_2;base;2036;870;2035
nl;thermal;gaz;gas_conventional_old_1;base;2036;0;2035
nl;thermal;gaz;gas_conventional_old_2;base;2036;0;2035
nl;thermal;gaz;gas_ocgt_new;base;2036;170;2035
nl;thermal;gaz;gas_ocgt_old;base;2036;220,3;2035
nl;thermal;charbon;hard_coal_new;base;2036;3454;2035
nl;thermal;charbon;hard_coal_old_2;base;2036;1230;2035
nl;nuclear;nucléaire;nuclear;base;2036;0;2035
pt;thermal;gaz;gas_ccgt_old_1;base;2036;990;2035
pt;thermal;gaz;gas_ccgt_old_2;base;2036;2140;2035
pt;thermal;gaz;gas_ccgt_new;base;2036;2430;2035
pt;thermal;charbon;hard_coal_old_2;base;2036;0;2035
pt;thermal;gaz;gas_small;base;2036;310,83;2035
pt;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
pt;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;ampere;2036;0;2035
fr;thermal;gaz;gas_pcomp_peak;ampere;2036;0;2035
fr;thermal;effacement;dsr_short;ampere;2036;1655;2035
fr;thermal;effacement;dsr_long;ampere;2036;845;2035
fr;thermal;gaz;gas_cogen;ampere;2036;4351;2035
fr;thermal;gaz;gas_other;ampere;2036;184;2035
fr;thermal;fioul;oil_cogen;ampere;2036;458;2035
fr;thermal;fioul;oil_other;ampere;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;ampere;2036;14505;2035
fr;nuclear;nucléaire;nuclear_n4;ampere;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;ampere;2036;26370;2035
fr;nuclear;nucléaire;nuclear_epr;ampere;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;ampere;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;ampere;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;ampere;2036;5013,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;ampere;2036;808;2035
fr;thermal;fioul;light_oil;ampere;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;ampere;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;ampere;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;hertz;2036;1000;2035
fr;thermal;gaz;gas_pcomp_peak;hertz;2036;8000;2035
fr;thermal;effacement;dsr_short;hertz;2036;3000;2035
fr;thermal;effacement;dsr_long;hertz;2036;3000;2035
fr;thermal;gaz;gas_cogen;hertz;2036;4351;2035
fr;thermal;gaz;gas_other;hertz;2036;184;2035
fr;thermal;fioul;oil_cogen;hertz;2036;0;2035
fr;thermal;fioul;oil_other;hertz;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;hertz;2036;9050;2035
fr;nuclear;nucléaire;nuclear_n4;hertz;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;hertz;2036;22410;2035
fr;nuclear;nucléaire;nuclear_epr;hertz;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;hertz;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;hertz;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;hertz;2036;5879,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;hertz;2036;808;2035
fr;thermal;fioul;light_oil;hertz;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;hertz;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;hertz;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;volt;2036;0;2035
fr;thermal;gaz;gas_pcomp_peak;volt;2036;0;2035
fr;thermal;effacement;dsr_short;volt;2036;1655;2035
fr;thermal;effacement;dsr_long;volt;2036;845;2035
fr;thermal;gaz;gas_cogen;volt;2036;1151;2035
fr;thermal;gaz;gas_other;volt;2036;184;2035
fr;thermal;fioul;oil_cogen;volt;2036;0;2035
fr;thermal;fioul;oil_other;volt;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;volt;2036;20885;2035
fr;nuclear;nucléaire;nuclear_n4;volt;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;volt;2036;26370;2035
fr;nuclear;nucléaire;nuclear_epr;volt;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;volt;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;volt;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;volt;2036;5879,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;volt;2036;808;2035
fr;thermal;fioul;light_oil;volt;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;volt;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;volt;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;watt;2036;5800;2035
fr;thermal;gaz;gas_pcomp_peak;watt;2036;10000;2035
fr;thermal;effacement;dsr_short;watt;2036;3000;2035
fr;thermal;effacement;dsr_long;watt;2036;3000;2035
fr;thermal;gaz;gas_cogen;watt;2036;4351;2035
fr;thermal;gaz;gas_other;watt;2036;184;2035
fr;thermal;fioul;oil_cogen;watt;2036;458;2035
fr;thermal;fioul;oil_other;watt;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;watt;2036;0;2035
fr;nuclear;nucléaire;nuclear_n4;watt;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;watt;2036;0;2035
fr;nuclear;nucléaire;nuclear_epr;watt;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;watt;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;watt;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;watt;2036;5013,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;watt;2036;808;2035
fr;thermal;fioul;light_oil;watt;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;watt;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;watt;2036;0;2035
