Trajectoire;Secteur;Branche;Branche2;Usage;Usage2;Année;Consommation
Basse;Pertes;Pertes;Pertes;Pertes;Pertes;2020;34604,61221
Basse;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2020;28685,46227
Basse;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2020;6970,869884
Basse;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2020;13272,00891
Basse;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2020;10502,23558
Basse;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2020;18607,66175
Basse;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2020;11218,19964
Basse;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2020;14567,59972
Basse;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2020;4457,960426
Basse;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2020;66,96897504
Basse;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2020;40146,70993
Basse;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2020;656,4283857
Basse;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2020;2578,404876
Basse;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2020;4597,384631
Basse;Tertiaire;Armées;Armées;Autres usages;Autres usages;2020;1345,118558
Basse;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2020;4018,683383
Basse;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2020;2201,322831
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2020;7202,396561
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2020;6640,03916
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2020;582,5887229
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2020;436,8085606
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2020;96,59608861
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2020;5338,179666
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;9613,405809
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2020;815,2317473
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2020;948,1413118
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2020;617,7335669
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2020;344,5134777
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2020;623,5569651
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2020;593,1104801
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;2526,561523
Basse;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2020;1964,363215
Basse;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2020;4108,47356
Basse;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2020;4330,937047
Basse;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2020;1322,940145
Basse;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2020;531,7444364
Basse;Tertiaire;Commerce;Commerce;Froid;Froid;2020;6358,444631
Basse;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2020;4707,845828
Basse;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;1811,487385
Basse;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2020;3653,628281
Basse;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2020;4162,610243
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2020;1061,965531
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2020;341,4712696
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2020;557,3336621
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2020;700,4469074
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2020;224,2811406
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2020;1330,335461
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;1134,9522
Basse;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2020;2186,30651
Basse;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2020;6223,512712
Basse;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2020;1805,308125
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2020;1309,085485
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2020;211,7486299
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2020;453,1543419
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2020;613,6345421
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2020;0
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2020;306,3384551
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;998,1278225
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2020;1378,876011
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2020;1416,650967
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2020;724,0139584
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2020;404,9332683
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2020;0
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2020;1205,024398
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;2239,890512
Basse;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2020;18312,42548
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2020;517,9684223
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2020;332,9687023
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2020;388,2839888
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2020;46,76957906
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2020;0
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2020;450,5425377
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;510,1453394
Basse;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2020;2467,684105
Basse;Tertiaire;Transports;Transports;Chauffage;Chauffage;2020;190,853566
Basse;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2020;77,95356576
Basse;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2020;68,4924633
Basse;Tertiaire;Transports;Transports;Cuisson;Cuisson;2020;45,29671644
Basse;Tertiaire;Transports;Transports;Froid;Froid;2020;0
Basse;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2020;374,0203246
Basse;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;762,0953884
Basse;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2020;3261,534133
Basse;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2020;10691,77229
Basse;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2020;361
Basse;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2020;12285,51792
Basse;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2020;713,0858982
Haute;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2020;3306,941398
Haute;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2020;365,153071
Haute;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2020;16375,9231
Haute;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2020;13219,1892
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2020;8277,299354
Haute;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2020;647,93545
Haute;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2020;2575,99049
Haute;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2020;3150,181111
Haute;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2020;3306,752128
Haute;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2020;640,305415
Haute;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2020;6422,738479
Haute;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2020;2909,285222
Haute;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2020;7904,157224
Haute;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2020;2656,526961
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2020;8072,8201
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2020;2502,476109
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2020;4112,408408
Haute;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2020;5247,851056
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2020;2493,843328
Haute;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2020;1396,291722
Haute;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2020;7991,025479
Haute;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2020;1297,821526
Haute;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2020;5484,682476
Haute;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2020;5029,615745
Haute;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2020;1171,363449
Haute;Pertes;Pertes;Pertes;Pertes;Pertes;2020;35508,67839
Haute;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2020;29627,99504
Haute;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2020;6857,003428
Haute;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2020;13531,54616
Haute;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2020;10735,47902
Haute;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2020;19094,30907
Haute;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2020;11592,87998
Haute;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2020;14710,06926
Haute;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2020;4484,292248
Haute;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2020;84,89047194
Haute;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2020;40455,68006
Haute;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2020;807,1695594
Haute;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2020;3081,470846
Haute;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2020;4718,861572
Haute;Tertiaire;Armées;Armées;Autres usages;Autres usages;2020;1350,52442
Haute;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2020;4222,76812
Haute;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2020;2222,145693
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2020;7267,001725
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2020;6998,870014
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2020;579,8018116
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2020;446,232909
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2020;97,16735956
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2020;5339,8493
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;10076,63762
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2020;819,2593509
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2020;968,8532433
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2020;604,394957
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2020;351,9465166
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2020;627,2446919
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2020;567,9840735
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;2550,401646
Haute;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2020;2071,942692
Haute;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2020;4119,378879
Haute;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2020;4446,021132
Haute;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2020;1299,964067
Haute;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2020;543,2170705
Haute;Tertiaire;Commerce;Commerce;Froid;Froid;2020;6505,533582
Haute;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2020;4498,26783
Haute;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2020;1824,62857
Haute;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2020;4035,314756
Haute;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2020;4227,522302
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2020;1074,641352
